year,county,office,district,candidate,party,votes,election_day,absentee,av_counting_boards,early_voting,mail,provisional,pre_process_absentee
2022,Harrison,MEMBER BOARD of EDUCATION 1st Educational District,,Sean WHITAKER,W,198,,,,,,,
2022,Harrison,MEMBER BOARD of EDUCATION 2nd Educational District,,Democratic Party,DEM,39,,,,,,,
2022,Harrison,MEMBER BOARD of EDUCATION 2nd Educational District,,Republican Party,REP,107,,,,,,,
2022,Harrison,PROPERTY VALUATION ADMINISTRATOR,,Allen Patrick DARNELL,DEM,4573,,,,,,,
2022,Harrison,SHERIFF,,Dean HUTCHISON,REP,3072,,,,,,,
2022,Harrison,SHERIFF,,Shain STEPHENS,DEM,3614,,,,,,,
2022,Harrison,STATE REPRESENTATIVE 70th Representative District,70.0,Meagan BRANNON,DEM,2346,,,,,,,
2022,Harrison,STATE REPRESENTATIVE 70th Representative District,70.0,William Lee LAWRENCE,REP,4254,,,,,,,
2022,Harrison,UNITED STATES REPRESENTATIVE in CONGRESS 4th Congressional District,4.0,Ethan Keith OSBORNE,IND,172,,,,,,,
2022,Harrison,UNITED STATES REPRESENTATIVE in CONGRESS 4th Congressional District,4.0,Matthew LEHMAN,DEM,1790,,,,,,,
2022,Harrison,UNITED STATES REPRESENTATIVE in CONGRESS 4th Congressional District,4.0,Thomas MASSIE,REP,4649,,,,,,,
2022,Hart,CITY COUNCIL City of Bonnieville,,Danny THOMPSON,W,13,,,,,,,
2022,Hart,CITY COUNCIL City of Bonnieville,,Democratic Party,DEM,76,,,,,,,
2022,Hart,CITY COUNCIL City of Bonnieville,,Johnathan R. HORNBACK,W,10,,,,,,,
2022,Hart,CITY COUNCIL City of Bonnieville,,Larry Douglas SRYGLER,W,15,,,,,,,
2022,Hart,CITY COUNCIL City of Bonnieville,,Republican Party,REP,205,,,,,,,
2022,Hart,CITY COUNCIL City of Horse Cave,,Democratic Party,DEM,159,,,,,,,
2022,Hart,CITY COUNCIL City of Horse Cave,,Republican Party,REP,285,,,,,,,
2022,Hart,CITY COUNCIL City of Munfordville,,Betty Sue GOSSETT,W,12,,,,,,,
2022,Hart,CITY COUNCIL City of Munfordville,,Democratic Party,DEM,76,,,,,,,
2022,Hart,CITY COUNCIL City of Munfordville,,Martha L. TAYLOR,W,110,,,,,,,
2022,Hart,CITY COUNCIL City of Munfordville,,Republican Party,REP,130,,,,,,,
2022,Hart,CONSTABLE 1st Magisterial District,,"James ""Billy Buck"" MINTON",DEM,727,,,,,,,
2022,Hart,CONSTABLE 2nd Magisterial District,,Walter BUSH,DEM,622,,,,,,,
2022,Hart,CONSTABLE 3rd Magisterial District,,Jeremy WHITE,DEM,322,,,,,,,
2022,Hart,CONSTABLE 3rd Magisterial District,,William E. TWEEDY,REP,1142,,,,,,,
2022,Hart,CONSTABLE 4th Magisterial District,,Dennis AMOS,DEM,719,,,,,,,
2022,Hart,CONSTABLE 5th Magisterial District,,Joseph THOMPSON,DEM,572,,,,,,,
2022,Hart,CORONER,,Anthony ROBERTS,REP,4522,,,,,,,
2022,Hart,COUNTY ATTORNEY,,Justin BAIRD,DEM,3745,,,,,,,
2022,Hart,COUNTY CLERK,,Felicia SHELTON,DEM,3490,,,,,,,
2022,Hart,COUNTY CLERK,,Jon Ross LAWLER,REP,2739,,,,,,,
2022,Hart,COUNTY JUDGE/EXECUTIVE,,Joe CHOATE,DEM,3818,,,,,,,
2022,Hart,DISTRICT JUDGE 10th Judicial District,,Democratic Party,DEM,175,,,,,,,
2022,Hart,DISTRICT JUDGE 10th Judicial District,,Republican Party,REP,475,,,,,,,
2022,Hart,JAILER,,"Israel ""Brown"" BERGENSON",DEM,3841,,,,,,,
2022,Hart,MAGISTRATE 1st Magisterial District,,Katherine D. KENNY,REP,656,,,,,,,
2022,Hart,MAGISTRATE 1st Magisterial District,,Phillip THOMPSON,DEM,564,,,,,,,
2022,Hart,MAGISTRATE 2nd Magisterial District,,Ricky ALVEY,DEM,692,,,,,,,
2022,Hart,MAGISTRATE 3rd Magisterial District,,Mark LEAHIGH,REP,569,,,,,,,
2022,Hart,MAGISTRATE 3rd Magisterial District,,Ronald R. RIORDAN,DEM,936,,,,,,,
2022,Hart,MAGISTRATE 4th Magisterial District,,Doug WELLS,REP,1095,,,,,,,
2022,Hart,MAGISTRATE 5th Magisterial District,,Lee MILES,DEM,620,,,,,,,
2022,Hart,MEMBER BOARD of EDUCATION 1st Educational District,,Democratic Party,DEM,128,,,,,,,
2022,Hart,MEMBER BOARD of EDUCATION 1st Educational District,,Republican Party,REP,309,,,,,,,
2022,Hart,MEMBER BOARD of EDUCATION 4th Educational District,,Democratic Party,DEM,46,,,,,,,
2022,Hart,MEMBER BOARD of EDUCATION 4th Educational District,,Republican Party,REP,167,,,,,,,
2022,Hart,PROPERTY VALUATION ADMINISTRATOR,,Cindy L. ATWELL,DEM,3890,,,,,,,
2022,Hart,SHERIFF,,Jeff WILSON,REP,5018,,,,,,,
2022,Hart,STATE REPRESENTATIVE 24th Representative District,24.0,Brandon REED,REP,4438,,,,,,,
2022,Hart,STATE REPRESENTATIVE 24th Representative District,24.0,Keith PRUITT,DEM,1656,,,,,,,
2022,Hart,UNITED STATES REPRESENTATIVE in CONGRESS 2nd Congressional District,2.0,Hank LINDERMAN,DEM,1410,,,,,,,
2022,Hart,UNITED STATES REPRESENTATIVE in CONGRESS 2nd Congressional District,2.0,S. Brett GUTHRIE,REP,4754,,,,,,,
2022,Henderson,CIRCUIT CLERK (Unexpired Term),,Clyde Gregory SUTTON,DEM,9396,,,,,,,
2022,Henderson,CITY COMMISSIONERS City of Henderson,,Democratic Party,DEM,1546,,,,,,,
2022,Henderson,CITY COMMISSIONERS City of Henderson,,Republican Party,REP,1980,,,,,,,
2022,Henderson,CITY COMMISSIONERS City of Robards,,Democratic Party,DEM,68,,,,,,,
2022,Henderson,CITY COMMISSIONERS City of Robards,,Republican Party,REP,180,,,,,,,
2022,Henderson,CITY COUNCIL City of Corydon,,Democratic Party,DEM,67,,,,,,,
2022,Henderson,CITY COUNCIL City of Corydon,,Elizabeth FRENCH,W,6,,,,,,,
2022,Henderson,CITY COUNCIL City of Corydon,,Kristina PHILLIPS,W,11,,,,,,,
2022,Henderson,CITY COUNCIL City of Corydon,,Michael BURKES,W,12,,,,,,,
2022,Henderson,CITY COUNCIL City of Corydon,,Nathan Ryan GRACE,W,14,,,,,,,
2022,Henderson,CITY COUNCIL City of Corydon,,Republican Party,REP,254,,,,,,,
2022,Henderson,CONSTABLE 1st Magisterial District,,Raymond Henry MEREDITH,DEM,1807,,,,,,,
2022,Henderson,CONSTABLE 2nd Magisterial District,,Jim SMITH,DEM,2208,,,,,,,
2022,Henderson,CONSTABLE 3rd Magisterial District,,"James E. ""Jim"" DAVIS",DEM,1132,,,,,,,
2022,Henderson,CONSTABLE 3rd Magisterial District,,Randall Heath GREEN,REP,1341,,,,,,,
2022,Henderson,CONSTABLE 4th Magisterial District,,Mark A. HARGIS,REP,1151,,,,,,,
2022,Henderson,CONSTABLE 5th Magisterial District,,Larry D. OWENS,DEM,1886,,,,,,,
2022,Henderson,CORONER,,Bruce S. FARMER,DEM,9482,,,,,,,
2022,Henderson,COUNTY ATTORNEY,,Steven R. GOLD,DEM,9460,,,,,,,
2022,Henderson,COUNTY CLERK,,Renesa ABNER,DEM,9819,,,,,,,
2022,Henderson,COUNTY JUDGE/EXECUTIVE,,Brad SCHNEIDER,REP,8267,,,,,,,
2022,Henderson,COUNTY JUDGE/EXECUTIVE,,Dorsey RIDLEY,DEM,5819,,,,,,,
2022,Henderson,COUNTY SURVEYOR,,Dennis E. BRANSON,REP,10472,,,,,,,
2022,Henderson,DISTRICT JUDGE 51st Judicial District 2nd Division,,Democratic Party,DEM,88,,,,,,,
2022,Henderson,DISTRICT JUDGE 51st Judicial District 2nd Division,,Republican Party,REP,171,,,,,,,
2022,Henderson,JAILER,,Bruce TODD,DEM,7055,,,,,,,
2022,Henderson,JAILER,,Kurt WIESEN,REP,6805,,,,,,,
2022,Henderson,MAGISTRATE 1st Magisterial District,,Keith C. BERRY,DEM,1907,,,,,,,
2022,Henderson,MAGISTRATE 2nd Magisterial District,,"Elizabeth ""Beth"" MORAN",DEM,1434,,,,,,,
2022,Henderson,MAGISTRATE 2nd Magisterial District,,Taylor TOMPKINS,REP,2261,,,,,,,
2022,Henderson,MAGISTRATE 3rd Magisterial District,,Tim SOUTHARD,REP,2028,,,,,,,
2022,Henderson,MAGISTRATE 4th Magisterial District,,"Billy ""Butch"" PUTTMAN",DEM,1324,,,,,,,
2022,Henderson,MAGISTRATE 5th Magisterial District,,"Bill ""Stephens"" STARKS",DEM,1391,,,,,,,
2022,Henderson,MAGISTRATE 5th Magisterial District,,Timothy DUNN,REP,1336,,,,,,,
2022,Henderson,MAYOR City of Corydon,,Jack HORTON J,W,60,,,,,,,
2022,Henderson,MEMBER BOARD of EDUCATION 1st Educational District,,Democratic Party,DEM,206,,,,,,,
2022,Henderson,MEMBER BOARD of EDUCATION 1st Educational District,,Republican Party,REP,344,,,,,,,
2022,Henderson,MEMBER BOARD of EDUCATION 2nd Educational District,,Democratic Party,DEM,182,,,,,,,
2022,Henderson,MEMBER BOARD of EDUCATION 2nd Educational District,,Republican Party,REP,417,,,,,,,
2022,Henderson,PROPERTY VALUATION ADMINISTRATOR,,Andrew M. POWELL,DEM,9379,,,,,,,
2022,Henderson,SHERIFF,,"C. ""Chip"" STAUFFER",REP,7228,,,,,,,
2022,Henderson,SHERIFF,,David CRAFTON,DEM,6800,,,,,,,
2022,Henderson,STATE REPRESENTATIVE 11th Representative District,11.0,Jonathan DIXON,REP,8850,,,,,,,
2022,Henderson,STATE REPRESENTATIVE 11th Representative District,11.0,Velvet DOWDY,DEM,5142,,,,,,,
2022,Henderson,UNITED STATES REPRESENTATIVE in CONGRESS 1st Congressional District,1.0,James R. COMER,REP,9267,,,,,,,
2022,Henderson,UNITED STATES REPRESENTATIVE in CONGRESS 1st Congressional District,1.0,Jimmy C. AUSBROOKS,DEM,4655,,,,,,,
2022,Henry,CIRCUIT CLERK (Unexpired Term),,Jennifer RANKIN,DEM,3912,,,,,,,
2022,Henry,CITY COMMISSIONERS City of New Castle,,Democratic Party,DEM,47,,,,,,,
2022,Henry,CITY COMMISSIONERS City of New Castle,,Republican Party,REP,64,,,,,,,
2022,Henry,CITY COMMISSIONERS City of Pleasureville,,Christopher R RICE,W,18,,,,,,,
2022,Henry,CITY COMMISSIONERS City of Smithfield,,Democratic Party,DEM,23,,,,,,,
2022,Henry,CITY COMMISSIONERS City of Smithfield,,Republican Party,REP,42,,,,,,,
2022,Henry,CITY COUNCIL City of Campbellsburg,,Democratic Party,DEM,31,,,,,,,
2022,Henry,CITY COUNCIL City of Campbellsburg,,John E SUTER,W,21,,,,,,,
2022,Henry,CITY COUNCIL City of Campbellsburg,,Republican Party,REP,86,,,,,,,
2022,Henry,CITY COUNCIL City of Eminence,,Democratic Party,DEM,104,,,,,,,
2022,Henry,CITY COUNCIL City of Eminence,,Republican Party,REP,200,,,,,,,
2022,Henry,CONSTABLE 1st Magisterial District,,"Carroll ""Mount"" HADDEN",DEM,434,,,,,,,
2022,Henry,CONSTABLE 1st Magisterial District,,William DALE,REP,525,,,,,,,
2022,Henry,CONSTABLE 2nd Magisterial District,,David Michael ROBINSON,REP,990,,,,,,,
2022,Henry,CONSTABLE 3rd Magisterial District,,Richard F. CASTRATI,REP,798,,,,,,,
2022,Henry,CONSTABLE 4th Magisterial District,,David C. McGUIRE,DEM,374,,,,,,,
2022,Henry,CONSTABLE 4th Magisterial District,,Gary ERVIN,REP,542,,,,,,,
2022,Henry,CONSTABLE 5th Magisterial District,,Harold ALDRIDGE,REP,763,,,,,,,
2022,Henry,CONSTABLE 6th Magisterial District,,Roger BEASLEY,DEM,522,,,,,,,
2022,Henry,CORONER,,Mike PARIS,DEM,3892,,,,,,,
2022,Henry,COUNTY ATTORNEY,,Kassidy Rae DEES,DEM,3975,,,,,,,
2022,Henry,COUNTY CLERK,,Shanda E. ARCHER,DEM,4082,,,,,,,
2022,Henry,COUNTY JUDGE/EXECUTIVE,,Jakob BECKLEY,DEM,2525,,,,,,,
2022,Henry,COUNTY JUDGE/EXECUTIVE,,Scott BATES,REP,3532,,,,,,,
2022,Henry,DISTRICT JUDGE 12th Judicial District 2nd Division,,Democratic Party,DEM,276,,,,,,,
2022,Henry,DISTRICT JUDGE 12th Judicial District 2nd Division,,Republican Party,REP,830,,,,,,,
2022,Henry,JAILER,,Scott SOUTHWORTH,DEM,3872,,,,,,,
2022,Henry,MAGISTRATE 1st Magisterial District,,Ed FREDERICK,REP,735,,,,,,,
2022,Henry,MAGISTRATE 2nd Magisterial District,,Roger M. HARTLAGE,REP,934,,,,,,,
2022,Henry,MAGISTRATE 2nd Magisterial District,,Sherman WILSON JR.,DEM,295,,,,,,,
2022,Henry,MAGISTRATE 3rd Magisterial District,,Bill TAPP,REP,525,,,,,,,
2022,Henry,MAGISTRATE 3rd Magisterial District,,Kevin McMANIS,DEM,532,,,,,,,
2022,Henry,MAGISTRATE 4th Magisterial District,,"Charles A. ""Chuck"" SMITH",DEM,425,,,,,,,
2022,Henry,MAGISTRATE 4th Magisterial District,,Danny Ray SHAIN,REP,506,,,,,,,
2022,Henry,MAGISTRATE 5th Magisterial District,,Bradley L. FISHER,REP,820,,,,,,,
2022,Henry,MAGISTRATE 6th Magisterial District,,Carl TINGLE,REP,410,,,,,,,
2022,Henry,MAGISTRATE 6th Magisterial District,,Jerry BEASLEY,DEM,401,,,,,,,
2022,Henry,MAYOR City of New Castle,,Robert KING,W,16,,,,,,,
2022,Henry,MAYOR City of Pleasureville,,Connie COLYER,W,42,,,,,,,
2022,Henry,MAYOR City of Smithfield,,Tobyn D THEISS,W,7,,,,,,,
2022,Henry,MEMBER BOARD of EDUCATION 2nd Educational District,,Democratic Party,DEM,10,,,,,,,
2022,Henry,MEMBER BOARD of EDUCATION 2nd Educational District,,Republican Party,REP,47,,,,,,,
2022,Henry,MEMBER BOARD of EDUCATION 5th Educational District,,Democratic Party,DEM,136,,,,,,,
2022,Henry,MEMBER BOARD of EDUCATION 5th Educational District,,Republican Party,REP,366,,,,,,,
2022,Henry,PROPERTY VALUATION ADMINISTRATOR,,Jason Orem SCRIBER,DEM,3833,,,,,,,
2022,Henry,SHERIFF,,Keith PERRY,REP,5102,,,,,,,
2022,Henry,STATE REPRESENTATIVE 47th Representative District,47.0,Felicia RABOURN,REP,4202,,,,,,,
2022,Henry,STATE REPRESENTATIVE 47th Representative District,47.0,Kimberly Hinkel BROWNING,DEM,1825,,,,,,,
2022,Henry,UNITED STATES REPRESENTATIVE in CONGRESS 4th Congressional District,4.0,Ethan Keith OSBORNE,IND,255,,,,,,,
2022,Henry,UNITED STATES REPRESENTATIVE in CONGRESS 4th Congressional District,4.0,Matthew LEHMAN,DEM,1527,,,,,,,
2022,Henry,UNITED STATES REPRESENTATIVE in CONGRESS 4th Congressional District,4.0,Thomas MASSIE,REP,4221,,,,,,,
2022,Hickman,CIRCUIT CLERK (Unexpired Term),,Melanie DOWDY,DEM,1009,,,,,,,
2022,Hickman,CITY COUNCIL City of Clinton,,Democratic Party,DEM,60,,,,,,,
2022,Hickman,CITY COUNCIL City of Clinton,,Republican Party,REP,283,,,,,,,
2022,Hickman,CITY COUNCIL City of Columbus,,Democratic Party,DEM,44,,,,,,,
2022,Hickman,CITY COUNCIL City of Columbus,,Jeff JONES,W,5,,,,,,,
2022,Hickman,CITY COUNCIL City of Columbus,,Kimberly D. FERGUSON,W,10,,,,,,,
2022,Hickman,CITY COUNCIL City of Columbus,,Republican Party,REP,93,,,,,,,
2022,Hickman,CORONER,,Paula L. BOAZ,DEM,1037,,,,,,,
2022,Hickman,COUNTY ATTORNEY,,Jason BATTS,REP,1363,,,,,,,
2022,Hickman,COUNTY CLERK,,"James ""Jimbo"" BERRY",REP,1417,,,,,,,
2022,Hickman,COUNTY JUDGE/EXECUTIVE,,Kenny WILSON,REP,1396,,,,,,,
2022,Hickman,JAILER,,Bobby HOPKINS,DEM,999,,,,,,,
2022,Hickman,MAGISTRATE 1st Magisterial District,,Henry COLE,REP,346,,,,,,,
2022,Hickman,MAGISTRATE 2nd Magisterial District,,Kory Anthony NARANJO,REP,480,,,,,,,
2022,Hickman,MAGISTRATE 3rd Magisterial District,,Irvin W. STROUD,REP,534,,,,,,,
2022,Hickman,MAYOR City of Clinton,,Frances DILLARD,W,16,,,,,,,
2022,Hickman,MEMBER BOARD of EDUCATION 4th Educational District,,Democratic Party,DEM,13,,,,,,,
2022,Hickman,MEMBER BOARD of EDUCATION 4th Educational District,,Republican Party,REP,145,,,,,,,
2022,Hickman,PROPERTY VALUATION ADMINISTRATOR,,Amanda McClure BALLANTINE,REP,1372,,,,,,,
2022,Hickman,SHERIFF,,Ben NATIVIDAD,REP,1326,,,,,,,
2022,Hickman,SHERIFF,,Eugene MORRIS,DEM,193,,,,,,,
2022,Hickman,STATE REPRESENTATIVE 1st Representative District,1.0,Steven Jack RUDY,REP,1310,,,,,,,
2022,Hickman,UNITED STATES REPRESENTATIVE in CONGRESS 1st Congressional District,1.0,James R. COMER,REP,1285,,,,,,,
2022,Hickman,UNITED STATES REPRESENTATIVE in CONGRESS 1st Congressional District,1.0,Jimmy C. AUSBROOKS,DEM,249,,,,,,,
2022,Jessamine,CITY COMMISSIONERS City of Nicholasville,,Democratic Party,DEM,1320,,,,,,,
2022,Jessamine,CITY COMMISSIONERS City of Nicholasville,,Republican Party,REP,3540,,,,,,,
2022,Jessamine,CITY COUNCIL City of Wilmore,,Democratic Party,DEM,242,,,,,,,
2022,Jessamine,CITY COUNCIL City of Wilmore,,Republican Party,REP,823,,,,,,,
2022,Jessamine,CONSTABLE 1st Magisterial District,,Christopher FITCH,W,4,,,,,,,
2022,Jessamine,CONSTABLE 2nd Magisterial District,,William HOGUE,REP,2086,,,,,,,
2022,Jessamine,CONSTABLE 3rd Magisterial District,,"Charles ""Tony"" LOWERY",REP,2775,,,,,,,
2022,Jessamine,CONSTABLE 4th Magisterial District,,Michael W. BRUMFIELD,DEM,1558,,,,,,,
2022,Jessamine,CONSTABLE 5th Magisterial District,,Bobby SAMS,DEM,1321,,,,,,,
2022,Jessamine,CONSTABLE 6th Magisterial District,,"Nick ""Lucky"" BALDWIN",REP,1210,,,,,,,
2022,Jessamine,CORONER,,Michael HUGHES,REP,12470,,,,,,,
2022,Jessamine,COUNTY ATTORNEY,,Brian T. GOETTL,REP,12855,,,,,,,
2022,Jessamine,COUNTY CLERK,,Johnny M. COLLIER,REP,13412,,,,,,,
2022,Jessamine,COUNTY JUDGE/EXECUTIVE,,David WEST,REP,13268,,,,,,,
2022,Jessamine,COUNTY SURVEYOR,,Ronald,W,27,,,,,,,
2022,Jessamine,DISTRICT JUDGE 13th Judicial District 2nd Division,,Democratic Party,DEM,181,,,,,,,
2022,Jessamine,DISTRICT JUDGE 13th Judicial District 2nd Division,,Republican Party,REP,338,,,,,,,
2022,Jessamine,JAILER,,Jon R. SALLEE,REP,12960,,,,,,,
2022,Jessamine,MAGISTRATE 1st Magisterial District,,Justin RAY,REP,1953,,,,,,,
2022,Jessamine,MAGISTRATE 2nd Magisterial District,,Tim VAUGHAN,REP,2175,,,,,,,
2022,Jessamine,MAGISTRATE 3rd Magisterial District,,Terry L. MECKSTROTH,REP,2918,,,,,,,
2022,Jessamine,MAGISTRATE 4th Magisterial District,,Kent SLUSHER,REP,2492,,,,,,,
2022,Jessamine,MAGISTRATE 5th Magisterial District,,Adam D. TEATER,REP,1988,,,,,,,
2022,Jessamine,MAGISTRATE 6th Magisterial District,,Gary E. MORGAN,REP,1307,,,,,,,
2022,Jessamine,MAYOR City of Nicholasville,,Johnathan STIDHAM,W,9,,,,,,,
2022,Jessamine,MEMBER BOARD of EDUCATION 4th Educational District,,Democratic Party,DEM,105,,,,,,,
2022,Jessamine,MEMBER BOARD of EDUCATION 4th Educational District,,Republican Party,REP,337,,,,,,,
2022,Jessamine,MEMBER BOARD of EDUCATION 5th Educational District,,Democratic Party,DEM,245,,,,,,,
2022,Jessamine,MEMBER BOARD of EDUCATION 5th Educational District,,Republican Party,REP,842,,,,,,,
2022,Jessamine,PROPERTY VALUATION ADMINISTRATOR,,Brad FREEMAN,REP,13199,,,,,,,
2022,Jessamine,SHERIFF,,Kevin S. GRIMES,REP,13226,,,,,,,
2022,Jessamine,STATE REPRESENTATIVE 39th Representative District,39.0,Gwendolyn E. MITCHELL,DEM,2820,,,,,,,
2022,Jessamine,STATE REPRESENTATIVE 39th Representative District,39.0,Matt LOCKETT,REP,5669,,,,,,,
2022,Jessamine,STATE REPRESENTATIVE 45th Representative District,45.0,Killian TIMONEY,REP,1852,,,,,,,
2022,Jessamine,STATE REPRESENTATIVE 55th Representative District,55.0,Kim KING,REP,2108,,,,,,,
2022,Jessamine,STATE REPRESENTATIVE 56th Representative District,56.0,Daniel A. FISTER,REP,2295,,,,,,,
2022,Jessamine,STATE REPRESENTATIVE 56th Representative District,56.0,Grayson VANDEGRIFT,DEM,934,,,,,,,
2022,Jessamine,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,6.0,Andy BARR,REP,12599,,,,,,,
2022,Jessamine,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,6.0,"Geoffrey M. ""Geoff"" YOUNG",DEM,4257,,,,,,,
2022,Jessamine,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,6.0,Maurice Randall CRAVENS II,W,271,,,,,,,
2022,Jessamine,UNITED STATES REPRESENTATIVE in CONGRESS 6th Congressional District,6.0,Maxwell Keith FROEDGE,W,5,,,,,,,
2022,Lewis,CITY COMMISSIONERS City of Concord,,Democratic Party,DEM,7,,,,,,,
2022,Lewis,CITY COMMISSIONERS City of Concord,,Republican Party,REP,92,,,,,,,
2022,Lewis,CITY COUNCIL City of Vanceburg,,Democratic Party,DEM,34,,,,,,,
2022,Lewis,CITY COUNCIL City of Vanceburg,,Republican Party,REP,403,,,,,,,
2022,Lewis,CONSTABLE 1st Magisterial District,,David LANCASTER,REP,953,,,,,,,
2022,Lewis,CONSTABLE 2nd Magisterial District,,Curtis BREWER,REP,697,,,,,,,
2022,Lewis,CONSTABLE 3rd Magisterial District,,"Harold ""Hammer"" COOPER",REP,363,,,,,,,
2022,Lewis,CORONER,,Tony GAYDOS,REP,3358,,,,,,,
2022,Lewis,COUNTY ATTORNEY,,Benjamin L. HARRISON,REP,3378,,,,,,,
2022,Lewis,COUNTY CLERK,,Leslie A. COLLIER,REP,3337,,,,,,,
2022,Lewis,COUNTY JUDGE/EXECUTIVE,,Craig A. STANFIELD,DEM,691,,,,,,,
2022,Lewis,COUNTY JUDGE/EXECUTIVE,,George SPARKS,REP,3146,,,,,,,
2022,Lewis,COUNTY SURVEYOR,,Michael D. RUGGLES,REP,3288,,,,,,,
2022,Lewis,JAILER,,Bryon K. WALKER,REP,3315,,,,,,,
2022,Lewis,MAGISTRATE 1st Magisterial District,,Johnny OSBORNE,REP,1036,,,,,,,
2022,Lewis,MAGISTRATE 2nd Magisterial District,,Joey McCANN,REP,754,,,,,,,
2022,Lewis,MAGISTRATE 3rd Magisterial District,,Woody UNDERWOOD,REP,749,,,,,,,
2022,Lewis,MAGISTRATE 4th Magisterial District,,Mark A. HORSLEY,REP,858,,,,,,,
2022,Lewis,MEMBER BOARD of EDUCATION 2nd Educational District,,Democratic Party,DEM,13,,,,,,,
2022,Lewis,MEMBER BOARD of EDUCATION 2nd Educational District,,Republican Party,REP,113,,,,,,,
2022,Lewis,MEMBER BOARD of EDUCATION 3rd Educational District,,Democratic Party,DEM,35,,,,,,,
2022,Lewis,MEMBER BOARD of EDUCATION 3rd Educational District,,Republican Party,REP,362,,,,,,,
2022,Lewis,PROPERTY VALUATION ADMINISTRATOR,,Kenny RUCKEL,REP,3357,,,,,,,
2022,Lewis,SHERIFF,,Johnny W. BIVENS,REP,3472,,,,,,,
2022,Lewis,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,Democratic Party,DEM,57,,,,,,,
2022,Lewis,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,Republican Party,REP,510,,,,,,,
2022,Lewis,STATE REPRESENTATIVE 96th Representative District,96.0,Patrick FLANNERY,REP,3206,,,,,,,
2022,Lewis,UNITED STATES REPRESENTATIVE in CONGRESS 4th Congressional District,4.0,Ethan Keith OSBORNE,IND,115,,,,,,,
2022,Lewis,UNITED STATES REPRESENTATIVE in CONGRESS 4th Congressional District,4.0,Matthew LEHMAN,DEM,441,,,,,,,
2022,Lewis,UNITED STATES REPRESENTATIVE in CONGRESS 4th Congressional District,4.0,Thomas MASSIE,REP,3265,,,,,,,
2022,Lincoln,CIRCUIT CLERK (Unexpired Term),,Angelia DOOLIN,DEM,3024,,,,,,,
2022,Lincoln,CIRCUIT CLERK (Unexpired Term),,Dwight B. HOPKINS,REP,4369,,,,,,,
2022,Lincoln,CITY COMMISSIONERS City of Crab Orchard,,Democratic Party,DEM,43,,,,,,,
2022,Lincoln,CITY COMMISSIONERS City of Crab Orchard,,Republican Party,REP,237,,,,,,,
2022,Lincoln,CITY COMMISSIONERS City of Eubank,,Democratic Party,DEM,26,,,,,,,
2022,Lincoln,CITY COMMISSIONERS City of Eubank,,Republican Party,REP,84,,,,,,,
2022,Lincoln,CITY COUNCIL City of Hustonville,,Democratic Party,DEM,21,,,,,,,
2022,Lincoln,CITY COUNCIL City of Hustonville,,Republican Party,REP,80,,,,,,,
2022,Lincoln,CITY COUNCIL City of Stanford,,Democratic Party,DEM,148,,,,,,,
2022,Lincoln,CITY COUNCIL City of Stanford,,JERRY G. WILKINSON,W,171,,,,,,,
2022,Lincoln,CITY COUNCIL City of Stanford,,Republican Party,REP,380,,,,,,,
2022,Lincoln,CITY COUNCIL City of Stanford,,SARA GIVENS,W,118,,,,,,,
2022,Lincoln,COMMONWEALTH'S ATTORNEY 28th Judicial Circuit (Unexpired Term),,David Louis DALTON,REP,6084,,,,,,,
2022,Lincoln,CONSTABLE 1st Magisterial District,,KEVIN SCOTT LENOIR,W,8,,,,,,,
2022,Lincoln,CONSTABLE 2nd Magisterial District,,Mike MULLINS,REP,1398,,,,,,,
2022,Lincoln,CONSTABLE 3rd Magisterial District,,Delbert MITCHELL,REP,1674,,,,,,,
2022,Lincoln,CONSTABLE 4th Magisterial District,,"Eddie ""Popcorn"" BROWN",DEM,777,,,,,,,
2022,Lincoln,CONSTABLE 4th Magisterial District,,"Joseph ""Waylon"" PENDLETON",REP,1091,,,,,,,
2022,Lincoln,CORONER,,Farris MARCUM,DEM,5017,,,,,,,
2022,Lincoln,COUNTY ATTORNEY,,Daryl K. DAY,REP,6250,,,,,,,
2022,Lincoln,COUNTY CLERK,,George O. SPOONAMORE IV.,DEM,5314,,,,,,,
2022,Lincoln,COUNTY JUDGE/EXECUTIVE,,J. Woods ADAMS III.,REP,6443,,,,,,,
2022,Lincoln,DISTRICT JUDGE 13th Judicial District 2nd Division,,Democratic Party,DEM,190,,,,,,,
2022,Lincoln,DISTRICT JUDGE 13th Judicial District 2nd Division,,Republican Party,REP,832,,,,,,,
2022,Lincoln,JAILER,,Darren PIKE,DEM,1743,,,,,,,
2022,Lincoln,JAILER,,Griffin HARNESS,REP,5449,,,,,,,
2022,Lincoln,MAGISTRATE 1st Magisterial District,,Bruce EDGINGTON,DEM,523,,,,,,,
2022,Lincoln,MAGISTRATE 1st Magisterial District,,David FAULKNER,REP,1359,,,,,,,
2022,Lincoln,MAGISTRATE 2nd Magisterial District,,Dan GUTENSON,REP,1228,,,,,,,
2022,Lincoln,MAGISTRATE 2nd Magisterial District,,Danny SAYLOR,DEM,480,,,,,,,
